StockBlockBlue,StockBlockBlue,BushBlockBlue,BushBlockBlue,StockBlockBlue,StockBlockBlue,BushBlockBlue,BushBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue
StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,__,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,__,__,StockBlockBlue,StockBlockBlue,BushBlockBlue,StockBlockBlue
StockBlockBlue,__,__,StockBlockBlue,__,__,__,StockBlockBlue,__,__,__,__,__,__,__,StockBlockBlue
StockBlockBlue,__,__,__,__,__,__,__,__,__,__,__,__,__,__,StockBlockBlue
StockBlockBlue,,,__,__,__,__,__,__,__,__,__,__,__,__,StockBlockBlue
OrangeDoorBlock,BlueDoorTopRight,,__,__,__,__,,__,,__,,__,,,StockBlockBlue
OrangeDoorBlock,BlueDoorMiddleRight,,__,__,__,,__,,__,__,__,__,,,StockBlockBlue
OrangeDoorBlock,BlueDoorBottomRight,,__,__,__,__,__,__,__,__,__,__,,,StockBlockBlue
StockBlockBlue,TubeBlockBlue,TubeBlockBlue,StockBlockBlue,__,__,__,__,__,__,__,__,__,,,StockBlockBlue
StockBlockBlue,__,__,__,__,__,__,__,__,__,__,__,__,__,__,StockBlockBlue
StockBlockBlue,__,__,__,__,__,__,__,__,WaveBeamItem,__,,MissileRocketItem,__,__,StockBlockBlue
StockBlockBlue,__,__,__,__,__,__,__,__,VerticalTubeStoneBlock,,__,VerticalTubeStoneBlock,,__,StockBlockBlue
StockBlockBlue,__,__,__,__,__,__,__,__,VerticalTubeStoneBlock,__,__,VerticalTubeStoneBlock,__,__,StockBlockBlue
StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue
StockBlockBlue,BushBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,BushBlockBlue,BushBlockBlue,StockBlockBlue,StockBlockBlue,StockBlockBlue,BushBlockBlue,BushBlockBlue,StockBlockBlue,BushBlockBlue,BushBlockBlue,StockBlockBlue
9,,,,,,,,,,,,,,,
